Weather_id,date,city,province,temperature_c
,13-06-2023,Ottawa,Ontario,19.7
,13-06-2023,Winnipeg,Manitoba,23
,13-06-2023,Hamilton,Ontario,18
,13-06-2023,Kitchener,Ontario,34.8
,13-06-2023,Waterloo,Ontario,33.5
,14-06-2023,Toronto,Ontario,25.8
,14-06-2023,Vancouver,British Columbia,31.8
,14-06-2023,Montreal,Quebec,25.4
,14-06-2023,Calgary,Alberta,27.5
,14-06-2023,Edmonton,Alberta,16.8
,14-06-2023,Ottawa,Ontario,30.1
,14-06-2023,Winnipeg,Manitoba,17.6
,14-06-2023,Hamilton,Ontario,31.5
,14-06-2023,Kitchener,Ontario,30.6
,14-06-2023,Waterloo,Ontario,29.2
,15-06-2023,Toronto,Ontario,15.7
,15-06-2023,Vancouver,British Columbia,21.1
,15-06-2023,Montreal,Quebec,20.3
,15-06-2023,Calgary,Alberta,22.2
,15-06-2023,Edmonton,Alberta,16.8
,15-06-2023,Ottawa,Ontario,33.7
,15-06-2023,Winnipeg,Manitoba,26.1
,15-06-2023,Hamilton,Ontario,21.1
,15-06-2023,Kitchener,Ontario,22.9
,15-06-2023,Waterloo,Ontario,23.9
,16-06-2023,Toronto,Ontario,27
,16-06-2023,Vancouver,British Columbia,25.3
,16-06-2023,Montreal,Quebec,33.4
,16-06-2023,Calgary,Alberta,24.9
,16-06-2023,Edmonton,Alberta,34.8
,16-06-2023,Ottawa,Ontario,32
,16-06-2023,Winnipeg,Manitoba,19.2
,16-06-2023,Hamilton,Ontario,33.6
,16-06-2023,Kitchener,Ontario,17.3
,16-06-2023,Waterloo,Ontario,31.3
,17-06-2023,Toronto,Ontario,22.6
,17-06-2023,Vancouver,British Columbia,32.6
,17-06-2023,Montreal,Quebec,32.4
,17-06-2023,Calgary,Alberta,31.1
,17-06-2023,Edmonton,Alberta,30.8
,17-06-2023,Ottawa,Ontario,21.1
,17-06-2023,Winnipeg,Manitoba,16.6
,17-06-2023,Hamilton,Ontario,23.1
,17-06-2023,Kitchener,Ontario,18.5
,17-06-2023,Waterloo,Ontario,28.9
,18-06-2023,Toronto,Ontario,21.9
,18-06-2023,Vancouver,British Columbia,34.5
,18-06-2023,Montreal,Quebec,27.8
,18-06-2023,Calgary,Alberta,31.4
,18-06-2023,Edmonton,Alberta,17.7
,18-06-2023,Ottawa,Ontario,32.2
,18-06-2023,Winnipeg,Manitoba,33.5
,18-06-2023,Hamilton,Ontario,24.7
,18-06-2023,Kitchener,Ontario,27.1
,18-06-2023,Waterloo,Ontario,30.3
,19-06-2023,Toronto,Ontario,18.5
,19-06-2023,Vancouver,British Columbia,25.1
,19-06-2023,Montreal,Quebec,23
,19-06-2023,Calgary,Alberta,17.9
,19-06-2023,Edmonton,Alberta,22.4
,19-06-2023,Ottawa,Ontario,16.4
,19-06-2023,Winnipeg,Manitoba,15.5
,19-06-2023,Hamilton,Ontario,17.7
,19-06-2023,Kitchener,Ontario,34.3
,19-06-2023,Waterloo,Ontario,26
,20-06-2023,Toronto,Ontario,34.3
,20-06-2023,Vancouver,British Columbia,23.6
,20-06-2023,Montreal,Quebec,21.2
,20-06-2023,Calgary,Alberta,25.1
,20-06-2023,Edmonton,Alberta,23.8
,20-06-2023,Ottawa,Ontario,17.1
,20-06-2023,Winnipeg,Manitoba,27.8
,20-06-2023,Hamilton,Ontario,19.3
,20-06-2023,Kitchener,Ontario,27.4
,20-06-2023,Waterloo,Ontario,28
,21-06-2023,Toronto,Ontario,18
,21-06-2023,Vancouver,British Columbia,16.2
,21-06-2023,Montreal,Quebec,30.6
,21-06-2023,Calgary,Alberta,24.2
,21-06-2023,Edmonton,Alberta,16.2
,21-06-2023,Ottawa,Ontario,34.9
,21-06-2023,Winnipeg,Manitoba,16.2
,21-06-2023,Hamilton,Ontario,28.9
,21-06-2023,Kitchener,Ontario,34.7
,21-06-2023,Waterloo,Ontario,19.8
,22-06-2023,Toronto,Ontario,17.8
,22-06-2023,Vancouver,British Columbia,17.4
,22-06-2023,Montreal,Quebec,21.1
,22-06-2023,Calgary,Alberta,17
,22-06-2023,Edmonton,Alberta,28.8
,22-06-2023,Ottawa,Ontario,16.2
,22-06-2023,Winnipeg,Manitoba,25.2
,22-06-2023,Hamilton,Ontario,34.9
,22-06-2023,Kitchener,Ontario,31.3
,22-06-2023,Waterloo,Ontario,27.3
,23-06-2023,Toronto,Ontario,21.1
,23-06-2023,Vancouver,British Columbia,27.5
,23-06-2023,Montreal,Quebec,25.5
,23-06-2023,Calgary,Alberta,23.5
,23-06-2023,Edmonton,Alberta,17.6
,23-06-2023,Ottawa,Ontario,32.7
,23-06-2023,Winnipeg,Manitoba,24
,23-06-2023,Hamilton,Ontario,18.9
,23-06-2023,Kitchener,Ontario,22.4
,23-06-2023,Waterloo,Ontario,23.3
,24-06-2023,Toronto,Ontario,31.6
,24-06-2023,Vancouver,British Columbia,29.7
,24-06-2023,Montreal,Quebec,30.4
,24-06-2023,Calgary,Alberta,15.2
,24-06-2023,Edmonton,Alberta,23.3
,24-06-2023,Ottawa,Ontario,24.6
,24-06-2023,Winnipeg,Manitoba,15.4
,24-06-2023,Hamilton,Ontario,20.2
,24-06-2023,Kitchener,Ontario,30.2
,24-06-2023,Waterloo,Ontario,17.7
,25-06-2023,Toronto,Ontario,25.7
,25-06-2023,Vancouver,British Columbia,19.3
,25-06-2023,Montreal,Quebec,15.2
,25-06-2023,Calgary,Alberta,19.8
,25-06-2023,Edmonton,Alberta,34.5
,25-06-2023,Ottawa,Ontario,31
,25-06-2023,Winnipeg,Manitoba,34.2
,25-06-2023,Hamilton,Ontario,24.8
,25-06-2023,Kitchener,Ontario,17.2
,25-06-2023,Waterloo,Ontario,26
,26-06-2023,Toronto,Ontario,24.1
,26-06-2023,Vancouver,British Columbia,31.9
,26-06-2023,Montreal,Quebec,17
,26-06-2023,Calgary,Alberta,24.8
,26-06-2023,Edmonton,Alberta,18
,26-06-2023,Ottawa,Ontario,21.5
,26-06-2023,Winnipeg,Manitoba,29.7
,26-06-2023,Hamilton,Ontario,24.5
,26-06-2023,Kitchener,Ontario,22.5
,26-06-2023,Waterloo,Ontario,22.9
,27-06-2023,Toronto,Ontario,24.2
,27-06-2023,Vancouver,British Columbia,30.7
,27-06-2023,Montreal,Quebec,32.8
,27-06-2023,Calgary,Alberta,34.1
,27-06-2023,Edmonton,Alberta,30.7
,27-06-2023,Ottawa,Ontario,21.3
,27-06-2023,Winnipeg,Manitoba,28.8
,27-06-2023,Hamilton,Ontario,23.8
,27-06-2023,Kitchener,Ontario,20.1
,27-06-2023,Waterloo,Ontario,31.8
,28-06-2023,Toronto,Ontario,15.8
,28-06-2023,Vancouver,British Columbia,33
,28-06-2023,Montreal,Quebec,24.2
,28-06-2023,Calgary,Alberta,27.7
,28-06-2023,Edmonton,Alberta,28.2
,28-06-2023,Ottawa,Ontario,32.9
,28-06-2023,Winnipeg,Manitoba,27.7
,28-06-2023,Hamilton,Ontario,27.3
,28-06-2023,Kitchener,Ontario,16.3
,28-06-2023,Waterloo,Ontario,25.4
,29-06-2023,Toronto,Ontario,18
,29-06-2023,Vancouver,British Columbia,29.7
,29-06-2023,Montreal,Quebec,25.2
,29-06-2023,Calgary,Alberta,28.6
,29-06-2023,Edmonton,Alberta,15.8
,29-06-2023,Ottawa,Ontario,16.7
,29-06-2023,Winnipeg,Manitoba,29.3
,29-06-2023,Hamilton,Ontario,16.4
,29-06-2023,Kitchener,Ontario,16.4
,29-06-2023,Waterloo,Ontario,15.2
,30-06-2023,Toronto,Ontario,34.1
,30-06-2023,Vancouver,British Columbia,29.8
,30-06-2023,Montreal,Quebec,22.1
,30-06-2023,Calgary,Alberta,20.9
,30-06-2023,Edmonton,Alberta,22
,30-06-2023,Ottawa,Ontario,30.5
,30-06-2023,Winnipeg,Manitoba,28.2
,30-06-2023,Hamilton,Ontario,18.7
,30-06-2023,Kitchener,Ontario,18.5
,30-06-2023,Waterloo,Ontario,17
,01-07-2023,Toronto,Ontario,28.2
,01-07-2023,Vancouver,British Columbia,30.3
,01-07-2023,Montreal,Quebec,20.3
,01-07-2023,Calgary,Alberta,15.4
,01-07-2023,Edmonton,Alberta,16.6
,01-07-2023,Ottawa,Ontario,34.4
,01-07-2023,Winnipeg,Manitoba,20.9
,01-07-2023,Hamilton,Ontario,30.4
,01-07-2023,Kitchener,Ontario,27.5
,01-07-2023,Waterloo,Ontario,22.6
,02-07-2023,Toronto,Ontario,19.1
,02-07-2023,Vancouver,British Columbia,17.4
,02-07-2023,Montreal,Quebec,27.3
,02-07-2023,Calgary,Alberta,30.5
,02-07-2023,Edmonton,Alberta,27.9
,02-07-2023,Ottawa,Ontario,25.6
,02-07-2023,Winnipeg,Manitoba,15.8
,02-07-2023,Hamilton,Ontario,34.4
,02-07-2023,Kitchener,Ontario,31
,02-07-2023,Waterloo,Ontario,20.9
,03-07-2023,Toronto,Ontario,34.6
,03-07-2023,Vancouver,British Columbia,27
,03-07-2023,Montreal,Quebec,26.6
,03-07-2023,Calgary,Alberta,30
,03-07-2023,Edmonton,Alberta,31.2
,03-07-2023,Ottawa,Ontario,28.1
,03-07-2023,Winnipeg,Manitoba,17.6
,03-07-2023,Hamilton,Ontario,21.8
,03-07-2023,Kitchener,Ontario,33.6
,03-07-2023,Waterloo,Ontario,19.5
,04-07-2023,Toronto,Ontario,22.4
,04-07-2023,Vancouver,British Columbia,23.6
,04-07-2023,Montreal,Quebec,23.8
,04-07-2023,Calgary,Alberta,27.3
,04-07-2023,Edmonton,Alberta,33.9
,04-07-2023,Ottawa,Ontario,19.8
,04-07-2023,Winnipeg,Manitoba,17.4
,04-07-2023,Hamilton,Ontario,18.9
,04-07-2023,Kitchener,Ontario,32.7
,04-07-2023,Waterloo,Ontario,27.9
,05-07-2023,Toronto,Ontario,20.7
,05-07-2023,Vancouver,British Columbia,31.3
,05-07-2023,Montreal,Quebec,32.2
,05-07-2023,Calgary,Alberta,31.9
,05-07-2023,Edmonton,Alberta,33.4
,05-07-2023,Ottawa,Ontario,20
,05-07-2023,Winnipeg,Manitoba,30.1
,05-07-2023,Hamilton,Ontario,24.2
,05-07-2023,Kitchener,Ontario,31.8
,05-07-2023,Waterloo,Ontario,29.6
,06-07-2023,Toronto,Ontario,30.5
,06-07-2023,Vancouver,British Columbia,28.1
,06-07-2023,Montreal,Quebec,18.5
,06-07-2023,Calgary,Alberta,25.9
,06-07-2023,Edmonton,Alberta,34.7
,06-07-2023,Ottawa,Ontario,33.7
,06-07-2023,Winnipeg,Manitoba,15.9
,06-07-2023,Hamilton,Ontario,18.3
,06-07-2023,Kitchener,Ontario,17.6
,06-07-2023,Waterloo,Ontario,29.5
,07-07-2023,Toronto,Ontario,31.4
,07-07-2023,Vancouver,British Columbia,19.3
,07-07-2023,Montreal,Quebec,25.1
,07-07-2023,Calgary,Alberta,31.8
,07-07-2023,Edmonton,Alberta,29.7
,07-07-2023,Ottawa,Ontario,25.8
,07-07-2023,Winnipeg,Manitoba,26.8
,07-07-2023,Hamilton,Ontario,25.2
,07-07-2023,Kitchener,Ontario,21
,07-07-2023,Waterloo,Ontario,26.3
,08-07-2023,Toronto,Ontario,28.8
,08-07-2023,Vancouver,British Columbia,32.5
,08-07-2023,Montreal,Quebec,27.7
,08-07-2023,Calgary,Alberta,30.2
,08-07-2023,Edmonton,Alberta,18.2
,08-07-2023,Ottawa,Ontario,24.2
,08-07-2023,Winnipeg,Manitoba,15.2
,08-07-2023,Hamilton,Ontario,19.9
,08-07-2023,Kitchener,Ontario,29.5
,08-07-2023,Waterloo,Ontario,34.8
,09-07-2023,Toronto,Ontario,17
,09-07-2023,Vancouver,British Columbia,23
,09-07-2023,Montreal,Quebec,31
,09-07-2023,Calgary,Alberta,19.1
,09-07-2023,Edmonton,Alberta,26.1
,09-07-2023,Ottawa,Ontario,29.7
,09-07-2023,Winnipeg,Manitoba,27.3
,09-07-2023,Hamilton,Ontario,18.8
,09-07-2023,Kitchener,Ontario,22.1
,09-07-2023,Waterloo,Ontario,30.7
,10-07-2023,Toronto,Ontario,26.1
,10-07-2023,Vancouver,British Columbia,15.1
,10-07-2023,Montreal,Quebec,30.2
,10-07-2023,Calgary,Alberta,15.7
,10-07-2023,Edmonton,Alberta,29.9
,10-07-2023,Ottawa,Ontario,19
,10-07-2023,Winnipeg,Manitoba,34.2
,10-07-2023,Hamilton,Ontario,22.4
,10-07-2023,Kitchener,Ontario,21.5
,10-07-2023,Waterloo,Ontario,18
,11-07-2023,Toronto,Ontario,21.1
,11-07-2023,Vancouver,British Columbia,32.5
,11-07-2023,Montreal,Quebec,34.9
,11-07-2023,Calgary,Alberta,22.4
,11-07-2023,Edmonton,Alberta,24
,11-07-2023,Ottawa,Ontario,29.4
,11-07-2023,Winnipeg,Manitoba,32.7
,11-07-2023,Hamilton,Ontario,26.9
,11-07-2023,Kitchener,Ontario,22.8
,11-07-2023,Waterloo,Ontario,23.3
,12-07-2023,Toronto,Ontario,28.9
,12-07-2023,Vancouver,British Columbia,15.1
,12-07-2023,Montreal,Quebec,27.4
,12-07-2023,Calgary,Alberta,22.1
,12-07-2023,Edmonton,Alberta,30.9
,12-07-2023,Ottawa,Ontario,16.9
,12-07-2023,Winnipeg,Manitoba,26.8
,12-07-2023,Hamilton,Ontario,24.6
,12-07-2023,Kitchener,Ontario,27.8
,12-07-2023,Waterloo,Ontario,16.3
,13-07-2023,Toronto,Ontario,26.6
,13-07-2023,Vancouver,British Columbia,26.2
,13-07-2023,Montreal,Quebec,26.2
,13-07-2023,Calgary,Alberta,27.1
,13-07-2023,Edmonton,Alberta,28.5
,13-07-2023,Ottawa,Ontario,31.1
,13-07-2023,Winnipeg,Manitoba,20.4
,13-07-2023,Hamilton,Ontario,31.5
,13-07-2023,Kitchener,Ontario,25
,13-07-2023,Waterloo,Ontario,16.5
,14-07-2023,Toronto,Ontario,16.2
,14-07-2023,Vancouver,British Columbia,21.7
,14-07-2023,Montreal,Quebec,30.7
,14-07-2023,Calgary,Alberta,29.2
,14-07-2023,Edmonton,Alberta,30.8
,14-07-2023,Ottawa,Ontario,25.3
,14-07-2023,Winnipeg,Manitoba,23.8
,14-07-2023,Hamilton,Ontario,17.9
,14-07-2023,Kitchener,Ontario,21.6
,14-07-2023,Waterloo,Ontario,23.7
,15-07-2023,Toronto,Ontario,16.8
,15-07-2023,Vancouver,British Columbia,19.4
,15-07-2023,Montreal,Quebec,27
,15-07-2023,Calgary,Alberta,29.7
,15-07-2023,Edmonton,Alberta,35
,15-07-2023,Ottawa,Ontario,33.7
,15-07-2023,Winnipeg,Manitoba,27.9
,15-07-2023,Hamilton,Ontario,23.4
,15-07-2023,Kitchener,Ontario,27.7
,15-07-2023,Waterloo,Ontario,30.7
,16-07-2023,Toronto,Ontario,17.4
,16-07-2023,Vancouver,British Columbia,23.2
,16-07-2023,Montreal,Quebec,31.8
,16-07-2023,Calgary,Alberta,22.7
,16-07-2023,Edmonton,Alberta,26.4
,16-07-2023,Ottawa,Ontario,26.8
,16-07-2023,Winnipeg,Manitoba,18.7
,16-07-2023,Hamilton,Ontario,22.2
,16-07-2023,Kitchener,Ontario,21.7
,16-07-2023,Waterloo,Ontario,15.5
,17-07-2023,Toronto,Ontario,15.5
,17-07-2023,Vancouver,British Columbia,31.6
,17-07-2023,Montreal,Quebec,20.5
,17-07-2023,Calgary,Alberta,25.4
,17-07-2023,Edmonton,Alberta,21
,17-07-2023,Ottawa,Ontario,33.8
,17-07-2023,Winnipeg,Manitoba,20.2
,17-07-2023,Hamilton,Ontario,23.6
,17-07-2023,Kitchener,Ontario,32.5
,17-07-2023,Waterloo,Ontario,31.8
,18-07-2023,Toronto,Ontario,18.7
,18-07-2023,Vancouver,British Columbia,31.1
,18-07-2023,Montreal,Quebec,24.2
,18-07-2023,Calgary,Alberta,24.7
,18-07-2023,Edmonton,Alberta,17.7
,18-07-2023,Ottawa,Ontario,16.6
,18-07-2023,Winnipeg,Manitoba,29.6
,18-07-2023,Hamilton,Ontario,24.9
,18-07-2023,Kitchener,Ontario,23.7
,18-07-2023,Waterloo,Ontario,29.6
,19-07-2023,Toronto,Ontario,30.3
,19-07-2023,Vancouver,British Columbia,18.2
,19-07-2023,Montreal,Quebec,27.2
,19-07-2023,Calgary,Alberta,17.7
,19-07-2023,Edmonton,Alberta,30
,19-07-2023,Ottawa,Ontario,28.1
,19-07-2023,Winnipeg,Manitoba,34.1
,19-07-2023,Hamilton,Ontario,16.4
,19-07-2023,Kitchener,Ontario,16.1
,19-07-2023,Waterloo,Ontario,20.6
,20-07-2023,Toronto,Ontario,20.2
,20-07-2023,Vancouver,British Columbia,19.9
,20-07-2023,Montreal,Quebec,33.1
,20-07-2023,Calgary,Alberta,20
,20-07-2023,Edmonton,Alberta,20.4
,20-07-2023,Ottawa,Ontario,30.2
,20-07-2023,Winnipeg,Manitoba,24
,20-07-2023,Hamilton,Ontario,30.5
,20-07-2023,Kitchener,Ontario,16.3
,20-07-2023,Waterloo,Ontario,24.8
,21-07-2023,Toronto,Ontario,15.7
,21-07-2023,Vancouver,British Columbia,16.3
,21-07-2023,Montreal,Quebec,33.1
,21-07-2023,Calgary,Alberta,17.8
,21-07-2023,Edmonton,Alberta,25.6
,21-07-2023,Ottawa,Ontario,23.2
,21-07-2023,Winnipeg,Manitoba,21.9
,21-07-2023,Hamilton,Ontario,33
,21-07-2023,Kitchener,Ontario,15.4
,21-07-2023,Waterloo,Ontario,28.3
,22-07-2023,Toronto,Ontario,34.3
,22-07-2023,Vancouver,British Columbia,26.2
,22-07-2023,Montreal,Quebec,33.7
,22-07-2023,Calgary,Alberta,16
,22-07-2023,Edmonton,Alberta,23.4
,22-07-2023,Ottawa,Ontario,20.2
,22-07-2023,Winnipeg,Manitoba,29.6
,22-07-2023,Hamilton,Ontario,34.6
,22-07-2023,Kitchener,Ontario,20.1
,22-07-2023,Waterloo,Ontario,28.1
,23-07-2023,Toronto,Ontario,19
,23-07-2023,Vancouver,British Columbia,26.3
,23-07-2023,Montreal,Quebec,24.3
,23-07-2023,Calgary,Alberta,34.4
,23-07-2023,Edmonton,Alberta,27.2
,23-07-2023,Ottawa,Ontario,22
,23-07-2023,Winnipeg,Manitoba,17.3
,23-07-2023,Hamilton,Ontario,18
,23-07-2023,Kitchener,Ontario,19.5
,23-07-2023,Waterloo,Ontario,20
,24-07-2023,Toronto,Ontario,32
,24-07-2023,Vancouver,British Columbia,26.2
,24-07-2023,Montreal,Quebec,25.5
,24-07-2023,Calgary,Alberta,17.3
,24-07-2023,Edmonton,Alberta,32.2
,24-07-2023,Ottawa,Ontario,29.5
,24-07-2023,Winnipeg,Manitoba,16.4
,24-07-2023,Hamilton,Ontario,29.2
,24-07-2023,Kitchener,Ontario,25.9
,24-07-2023,Waterloo,Ontario,16.6
,25-07-2023,Toronto,Ontario,24.2
,25-07-2023,Vancouver,British Columbia,24.7
,25-07-2023,Montreal,Quebec,18.3
,25-07-2023,Calgary,Alberta,33.9
,25-07-2023,Edmonton,Alberta,32
,25-07-2023,Ottawa,Ontario,28.4
,25-07-2023,Winnipeg,Manitoba,24.2
,25-07-2023,Hamilton,Ontario,23.2
,25-07-2023,Kitchener,Ontario,28
,25-07-2023,Waterloo,Ontario,25.9
,26-07-2023,Toronto,Ontario,16.2
,26-07-2023,Vancouver,British Columbia,25.3
,26-07-2023,Montreal,Quebec,31.1
,26-07-2023,Calgary,Alberta,24.2
,26-07-2023,Edmonton,Alberta,16
,26-07-2023,Ottawa,Ontario,30.7
,26-07-2023,Winnipeg,Manitoba,19
,26-07-2023,Hamilton,Ontario,20.2
,26-07-2023,Kitchener,Ontario,18.3
,26-07-2023,Waterloo,Ontario,21.6
,27-07-2023,Toronto,Ontario,30.1
,27-07-2023,Vancouver,British Columbia,25.4
,27-07-2023,Montreal,Quebec,19.1
,27-07-2023,Calgary,Alberta,32.6
,27-07-2023,Edmonton,Alberta,32.6
,27-07-2023,Ottawa,Ontario,32.4
,27-07-2023,Winnipeg,Manitoba,19.8
,27-07-2023,Hamilton,Ontario,24
,27-07-2023,Kitchener,Ontario,34.7
,27-07-2023,Waterloo,Ontario,30.4
,28-07-2023,Toronto,Ontario,15.5
,28-07-2023,Vancouver,British Columbia,16.3
,28-07-2023,Montreal,Quebec,24.3
,28-07-2023,Calgary,Alberta,33.2
,28-07-2023,Edmonton,Alberta,25.8
,28-07-2023,Ottawa,Ontario,25
,28-07-2023,Winnipeg,Manitoba,17.1
,28-07-2023,Hamilton,Ontario,28.1
,28-07-2023,Kitchener,Ontario,31.4
,28-07-2023,Waterloo,Ontario,22.6
,29-07-2023,Toronto,Ontario,30.5
,29-07-2023,Vancouver,British Columbia,34.3
,29-07-2023,Montreal,Quebec,19.1
,29-07-2023,Calgary,Alberta,25.5
,29-07-2023,Edmonton,Alberta,20.7
,29-07-2023,Ottawa,Ontario,30.9
,29-07-2023,Winnipeg,Manitoba,26.6
,29-07-2023,Hamilton,Ontario,27.7
,29-07-2023,Kitchener,Ontario,31
,29-07-2023,Waterloo,Ontario,22.9
,30-07-2023,Toronto,Ontario,33.3
,30-07-2023,Vancouver,British Columbia,25.7
,30-07-2023,Montreal,Quebec,18.2
,30-07-2023,Calgary,Alberta,28.9
,30-07-2023,Edmonton,Alberta,30.9
,30-07-2023,Ottawa,Ontario,21.3
,30-07-2023,Winnipeg,Manitoba,32.1
,30-07-2023,Hamilton,Ontario,33.1
,30-07-2023,Kitchener,Ontario,20.5
,30-07-2023,Waterloo,Ontario,34.7
,31-07-2023,Toronto,Ontario,17.8
,31-07-2023,Vancouver,British Columbia,19
,31-07-2023,Montreal,Quebec,18.7
,31-07-2023,Calgary,Alberta,32.9
,31-07-2023,Edmonton,Alberta,28.1
,31-07-2023,Ottawa,Ontario,18
,31-07-2023,Winnipeg,Manitoba,23.8
,31-07-2023,Hamilton,Ontario,27.3
,31-07-2023,Kitchener,Ontario,16.7
,31-07-2023,Waterloo,Ontario,32.6
,01-08-2023,Toronto,Ontario,31.1
,01-08-2023,Vancouver,British Columbia,25.1
,01-08-2023,Montreal,Quebec,34.3
,01-08-2023,Calgary,Alberta,23.4
,01-08-2023,Edmonton,Alberta,34.7
,01-08-2023,Ottawa,Ontario,28.4
,01-08-2023,Winnipeg,Manitoba,27.7
,01-08-2023,Hamilton,Ontario,18.3
,01-08-2023,Kitchener,Ontario,32.6
,01-08-2023,Waterloo,Ontario,23.5
,02-08-2023,Toronto,Ontario,18.2
,02-08-2023,Vancouver,British Columbia,15.3
,02-08-2023,Montreal,Quebec,26.2
,02-08-2023,Calgary,Alberta,25.5
,02-08-2023,Edmonton,Alberta,29.4
,02-08-2023,Ottawa,Ontario,32.8
,02-08-2023,Winnipeg,Manitoba,16.6
,02-08-2023,Hamilton,Ontario,29.6
,02-08-2023,Kitchener,Ontario,18.7
,02-08-2023,Waterloo,Ontario,32.2
,03-08-2023,Toronto,Ontario,31.4
,03-08-2023,Vancouver,British Columbia,25.8
,03-08-2023,Montreal,Quebec,29.2
,03-08-2023,Calgary,Alberta,21.3
,03-08-2023,Edmonton,Alberta,24.4
,03-08-2023,Ottawa,Ontario,31.4
,03-08-2023,Winnipeg,Manitoba,24.2
,03-08-2023,Hamilton,Ontario,22.2
,03-08-2023,Kitchener,Ontario,24.9
,03-08-2023,Waterloo,Ontario,31.6
,04-08-2023,Toronto,Ontario,21.7
,04-08-2023,Vancouver,British Columbia,18.5
,04-08-2023,Montreal,Quebec,29.2
,04-08-2023,Calgary,Alberta,31.5
,04-08-2023,Edmonton,Alberta,17
,04-08-2023,Ottawa,Ontario,19.8
,04-08-2023,Winnipeg,Manitoba,17.8
,04-08-2023,Hamilton,Ontario,22
,04-08-2023,Kitchener,Ontario,24
,04-08-2023,Waterloo,Ontario,30
,05-08-2023,Toronto,Ontario,28
,05-08-2023,Vancouver,British Columbia,27.4
,05-08-2023,Montreal,Quebec,22
,05-08-2023,Calgary,Alberta,31.8
,05-08-2023,Edmonton,Alberta,24.4
,05-08-2023,Ottawa,Ontario,34.6
,05-08-2023,Winnipeg,Manitoba,27.7
,05-08-2023,Hamilton,Ontario,17.5
,05-08-2023,Kitchener,Ontario,28.5
,05-08-2023,Waterloo,Ontario,21.5
,06-08-2023,Toronto,Ontario,28.7
,06-08-2023,Vancouver,British Columbia,16.4
,06-08-2023,Montreal,Quebec,18.5
,06-08-2023,Calgary,Alberta,32.1
,06-08-2023,Edmonton,Alberta,19.5
,06-08-2023,Ottawa,Ontario,31.7
,06-08-2023,Winnipeg,Manitoba,20.6
,06-08-2023,Hamilton,Ontario,27.9
,06-08-2023,Kitchener,Ontario,28.9
,06-08-2023,Waterloo,Ontario,25.3
,07-08-2023,Toronto,Ontario,21.1
,07-08-2023,Vancouver,British Columbia,19.3
,07-08-2023,Montreal,Quebec,15.7
,07-08-2023,Calgary,Alberta,21.1
,07-08-2023,Edmonton,Alberta,28.1
,07-08-2023,Ottawa,Ontario,33.8
,07-08-2023,Winnipeg,Manitoba,32.4
,07-08-2023,Hamilton,Ontario,30.3
,07-08-2023,Kitchener,Ontario,30.8
,07-08-2023,Waterloo,Ontario,28.3
,08-08-2023,Toronto,Ontario,20.2
,08-08-2023,Vancouver,British Columbia,33.1
,08-08-2023,Montreal,Quebec,28.4
,08-08-2023,Calgary,Alberta,26.2
,08-08-2023,Edmonton,Alberta,17.2
,08-08-2023,Ottawa,Ontario,23.9
,08-08-2023,Winnipeg,Manitoba,24.2
,08-08-2023,Hamilton,Ontario,32.3
,08-08-2023,Kitchener,Ontario,25.9
,08-08-2023,Waterloo,Ontario,22.6
,09-08-2023,Toronto,Ontario,34.5
,09-08-2023,Vancouver,British Columbia,17.2
,09-08-2023,Montreal,Quebec,23.5
,09-08-2023,Calgary,Alberta,15.8
,09-08-2023,Edmonton,Alberta,29.8
,09-08-2023,Ottawa,Ontario,33.4
,09-08-2023,Winnipeg,Manitoba,20.6
,09-08-2023,Hamilton,Ontario,32.2
,09-08-2023,Kitchener,Ontario,20.8
,09-08-2023,Waterloo,Ontario,33.2
,10-08-2023,Toronto,Ontario,30.1
,10-08-2023,Vancouver,British Columbia,31.1
,10-08-2023,Montreal,Quebec,15.4
,10-08-2023,Calgary,Alberta,34.3
,10-08-2023,Edmonton,Alberta,29.5
,10-08-2023,Ottawa,Ontario,21.1
,10-08-2023,Winnipeg,Manitoba,31.6
,10-08-2023,Hamilton,Ontario,20.6
,10-08-2023,Kitchener,Ontario,32.5
,10-08-2023,Waterloo,Ontario,17.3
,11-08-2023,Toronto,Ontario,29.1
,11-08-2023,Vancouver,British Columbia,25.8
,11-08-2023,Montreal,Quebec,16.9
,11-08-2023,Calgary,Alberta,19.8
,11-08-2023,Edmonton,Alberta,15.2
,11-08-2023,Ottawa,Ontario,24.4
,11-08-2023,Winnipeg,Manitoba,21
,11-08-2023,Hamilton,Ontario,27
,11-08-2023,Kitchener,Ontario,20.9
,11-08-2023,Waterloo,Ontario,21
,12-08-2023,Toronto,Ontario,29.9
,12-08-2023,Vancouver,British Columbia,16
,12-08-2023,Montreal,Quebec,33.1
,12-08-2023,Calgary,Alberta,32
,12-08-2023,Edmonton,Alberta,28.4
,12-08-2023,Ottawa,Ontario,26.9
,12-08-2023,Winnipeg,Manitoba,32.8
,12-08-2023,Hamilton,Ontario,18.7
,12-08-2023,Kitchener,Ontario,16.6
,12-08-2023,Waterloo,Ontario,19.8
,13-08-2023,Toronto,Ontario,30.9
,13-08-2023,Vancouver,British Columbia,15.7
,13-08-2023,Montreal,Quebec,26.7
,13-08-2023,Calgary,Alberta,34.9
,13-08-2023,Edmonton,Alberta,32.1
,13-08-2023,Ottawa,Ontario,25.4
,13-08-2023,Winnipeg,Manitoba,16.3
,13-08-2023,Hamilton,Ontario,31.6
