Weather_id,date,city,state,temperature_c
,2019-03-06,San Antonio,Texas,23.60
,2019-03-06,San Diego,California,21.40
,2019-03-06,Dallas,Texas,13.30
,2019-03-06,San Jose,California,9.50
,2019-03-07,New York,New York,12.90
,2019-03-07,Los Angeles,California,11.70
,2019-03-07,Chicago,Illinois,23.80
,2019-03-07,Houston,Texas,14.20
,2019-03-07,Phoenix,Arizona,14.80
,2019-03-07,Philadelphia,Pennsylvania,18.00
,2019-03-07,San Antonio,Texas,21.10
,2019-03-07,San Diego,California,16.70
,2019-03-07,Dallas,Texas,12.30
,2019-03-07,San Jose,California,12.20
,2019-03-08,New York,New York,23.90
,2019-03-08,Los Angeles,California,16.70
,2019-03-08,Chicago,Illinois,24.10
,2019-03-08,Houston,Texas,20.20
,2019-03-08,Phoenix,Arizona,6.60
,2019-03-08,Philadelphia,Pennsylvania,17.70
,2019-03-08,San Antonio,Texas,15.90
,2019-03-08,San Diego,California,22.90
,2019-03-08,Dallas,Texas,13.40
,2019-03-08,San Jose,California,21.00
,2019-03-09,New York,New York,7.40
,2019-03-09,Los Angeles,California,7.90
,2019-03-09,Chicago,Illinois,5.90
,2019-03-09,Houston,Texas,16.90
,2019-03-09,Phoenix,Arizona,10.30
,2019-03-09,Philadelphia,Pennsylvania,24.10
,2019-03-09,San Antonio,Texas,5.60
,2019-03-09,San Diego,California,12.70
,2019-03-09,Dallas,Texas,12.40
,2019-03-09,San Jose,California,10.30
,2019-03-10,New York,New York,12.30
,2019-03-10,Los Angeles,California,21.20
,2019-03-10,Chicago,Illinois,7.20
,2019-03-10,Houston,Texas,9.10
,2019-03-10,Phoenix,Arizona,19.50
,2019-03-10,Philadelphia,Pennsylvania,21.00
,2019-03-10,San Antonio,Texas,15.70
,2019-03-10,San Diego,California,12.30
,2019-03-10,Dallas,Texas,14.60
,2019-03-10,San Jose,California,6.80
,2019-03-11,New York,New York,17.80
,2019-03-11,Los Angeles,California,17.80
,2019-03-11,Chicago,Illinois,16.60
,2019-03-11,Houston,Texas,5.70
,2019-03-11,Phoenix,Arizona,13.10
,2019-03-11,Philadelphia,Pennsylvania,16.10
,2019-03-11,San Antonio,Texas,7.10
,2019-03-11,San Diego,California,20.90
,2019-03-11,Dallas,Texas,6.30
,2019-03-11,San Jose,California,13.30
,2019-03-12,New York,New York,20.50
,2019-03-12,Los Angeles,California,11.70
,2019-03-12,Chicago,Illinois,20.30
,2019-03-12,Houston,Texas,15.40
,2019-03-12,Phoenix,Arizona,8.10
,2019-03-12,Philadelphia,Pennsylvania,11.10
,2019-03-12,San Antonio,Texas,16.10
,2019-03-12,San Diego,California,9.10
,2019-03-12,Dallas,Texas,23.80
,2019-03-12,San Jose,California,20.80
,2019-03-13,New York,New York,23.60
,2019-03-13,Los Angeles,California,5.20
,2019-03-13,Chicago,Illinois,12.00
,2019-03-13,Houston,Texas,5.90
,2019-03-13,Phoenix,Arizona,17.80
,2019-03-13,Philadelphia,Pennsylvania,9.50
,2019-03-13,San Antonio,Texas,17.10
,2019-03-13,San Diego,California,19.20
,2019-03-13,Dallas,Texas,12.40
,2019-03-13,San Jose,California,6.60
,2019-03-14,New York,New York,14.10
,2019-03-14,Los Angeles,California,18.90
,2019-03-14,Chicago,Illinois,21.30
,2019-03-14,Houston,Texas,24.90
,2019-03-14,Phoenix,Arizona,24.30
,2019-03-14,Philadelphia,Pennsylvania,23.20
,2019-03-14,San Antonio,Texas,10.40
,2019-03-14,San Diego,California,16.80
,2019-03-14,Dallas,Texas,19.10
,2019-03-14,San Jose,California,24.70
,2019-03-15,New York,New York,10.60
,2019-03-15,Los Angeles,California,15.00
,2019-03-15,Chicago,Illinois,10.40
,2019-03-15,Houston,Texas,17.20
,2019-03-15,Phoenix,Arizona,7.60
,2019-03-15,Philadelphia,Pennsylvania,17.90
,2019-03-15,San Antonio,Texas,22.70
,2019-03-15,San Diego,California,17.00
,2019-03-15,Dallas,Texas,14.80
,2019-03-15,San Jose,California,6.20
,2019-03-16,New York,New York,14.00
,2019-03-16,Los Angeles,California,24.10
,2019-03-16,Chicago,Illinois,19.60
,2019-03-16,Houston,Texas,7.20
,2019-03-16,Phoenix,Arizona,18.00
,2019-03-16,Philadelphia,Pennsylvania,20.40
,2019-03-16,San Antonio,Texas,18.90
,2019-03-16,San Diego,California,19.90
,2019-03-16,Dallas,Texas,12.00
,2019-03-16,San Jose,California,18.20
,2019-03-17,New York,New York,8.20
,2019-03-17,Los Angeles,California,21.40
,2019-03-17,Chicago,Illinois,9.70
,2019-03-17,Houston,Texas,19.80
,2019-03-17,Phoenix,Arizona,11.00
,2019-03-17,Philadelphia,Pennsylvania,23.70
,2019-03-17,San Antonio,Texas,19.10
,2019-03-17,San Diego,California,15.60
,2019-03-17,Dallas,Texas,23.20
,2019-03-17,San Jose,California,22.60
,2019-03-18,New York,New York,14.90
,2019-03-18,Los Angeles,California,16.40
,2019-03-18,Chicago,Illinois,24.90
,2019-03-18,Houston,Texas,11.60
,2019-03-18,Phoenix,Arizona,11.50
,2019-03-18,Philadelphia,Pennsylvania,5.70
,2019-03-18,San Antonio,Texas,22.30
,2019-03-18,San Diego,California,10.90
,2019-03-18,Dallas,Texas,19.70
,2019-03-18,San Jose,California,15.10
,2019-03-19,New York,New York,14.80
,2019-03-19,Los Angeles,California,16.60
,2019-03-19,Chicago,Illinois,12.00
,2019-03-19,Houston,Texas,11.50
,2019-03-19,Phoenix,Arizona,22.70
,2019-03-19,Philadelphia,Pennsylvania,17.10
,2019-03-19,San Antonio,Texas,8.60
,2019-03-19,San Diego,California,20.90
,2019-03-19,Dallas,Texas,10.30
,2019-03-19,San Jose,California,21.70
,2019-03-20,New York,New York,8.60
,2019-03-20,Los Angeles,California,19.90
,2019-03-20,Chicago,Illinois,10.80
,2019-03-20,Houston,Texas,6.20
,2019-03-20,Phoenix,Arizona,9.60
,2019-03-20,Philadelphia,Pennsylvania,8.80
,2019-03-20,San Antonio,Texas,12.50
,2019-03-20,San Diego,California,13.50
,2019-03-20,Dallas,Texas,8.00
,2019-03-20,San Jose,California,11.40
,2019-03-21,New York,New York,13.10
,2019-03-21,Los Angeles,California,15.70
,2019-03-21,Chicago,Illinois,22.20
,2019-03-21,Houston,Texas,17.30
,2019-03-21,Phoenix,Arizona,20.60
,2019-03-21,Philadelphia,Pennsylvania,21.50
,2019-03-21,San Antonio,Texas,10.10
,2019-03-21,San Diego,California,8.70
,2019-03-21,Dallas,Texas,10.70
,2019-03-21,San Jose,California,5.20
,2019-03-22,New York,New York,22.20
,2019-03-22,Los Angeles,California,21.40
,2019-03-22,Chicago,Illinois,22.20
,2019-03-22,Houston,Texas,10.60
,2019-03-22,Phoenix,Arizona,10.80
,2019-03-22,Philadelphia,Pennsylvania,5.10
,2019-03-22,San Antonio,Texas,17.40
,2019-03-22,San Diego,California,12.10
,2019-03-22,Dallas,Texas,19.50
,2019-03-22,San Jose,California,21.70
,2019-03-23,New York,New York,13.80
,2019-03-23,Los Angeles,California,24.40
,2019-03-23,Chicago,Illinois,14.90
,2019-03-23,Houston,Texas,17.10
,2019-03-23,Phoenix,Arizona,9.80
,2019-03-23,Philadelphia,Pennsylvania,22.00
,2019-03-23,San Antonio,Texas,8.80
,2019-03-23,San Diego,California,14.20
,2019-03-23,Dallas,Texas,15.70
,2019-03-23,San Jose,California,17.50
,2019-03-24,New York,New York,6.80
,2019-03-24,Los Angeles,California,19.40
,2019-03-24,Chicago,Illinois,14.30
,2019-03-24,Houston,Texas,12.50
,2019-03-24,Phoenix,Arizona,8.00
,2019-03-24,Philadelphia,Pennsylvania,8.90
,2019-03-24,San Antonio,Texas,11.70
,2019-03-24,San Diego,California,24.00
,2019-03-24,Dallas,Texas,6.70
,2019-03-24,San Jose,California,11.60
,2019-03-25,New York,New York,5.50
,2019-03-25,Los Angeles,California,17.90
,2019-03-25,Chicago,Illinois,16.50
,2019-03-25,Houston,Texas,9.30
,2019-03-25,Phoenix,Arizona,6.70
,2019-03-25,Philadelphia,Pennsylvania,21.30
,2019-03-25,San Antonio,Texas,8.80
,2019-03-25,San Diego,California,11.20
,2019-03-25,Dallas,Texas,5.70
,2019-03-25,San Jose,California,5.20
,2019-03-26,New York,New York,17.60
,2019-03-26,Los Angeles,California,12.60
,2019-03-26,Chicago,Illinois,13.10
,2019-03-26,Houston,Texas,8.50
,2019-03-26,Phoenix,Arizona,21.90
,2019-03-26,Philadelphia,Pennsylvania,23.80
,2019-03-26,San Antonio,Texas,7.10
,2019-03-26,San Diego,California,17.50
,2019-03-26,Dallas,Texas,6.70
,2019-03-26,San Jose,California,9.70
,2019-03-27,New York,New York,18.30
,2019-03-27,Los Angeles,California,24.80
,2019-03-27,Chicago,Illinois,12.30
,2019-03-27,Houston,Texas,16.00
,2019-03-27,Phoenix,Arizona,13.00
,2019-03-27,Philadelphia,Pennsylvania,7.20
,2019-03-27,San Antonio,Texas,24.60
,2019-03-27,San Diego,California,9.00
,2019-03-27,Dallas,Texas,16.00
,2019-03-27,San Jose,California,12.50
,2019-03-28,New York,New York,18.50
,2019-03-28,Los Angeles,California,9.50
,2019-03-28,Chicago,Illinois,8.30
,2019-03-28,Houston,Texas,15.80
,2019-03-28,Phoenix,Arizona,14.80
,2019-03-28,Philadelphia,Pennsylvania,19.70
,2019-03-28,San Antonio,Texas,14.50
,2019-03-28,San Diego,California,8.40
,2019-03-28,Dallas,Texas,9.60
,2019-03-28,San Jose,California,5.00
,2019-03-29,New York,New York,14.10
,2019-03-29,Los Angeles,California,14.50
,2019-03-29,Chicago,Illinois,24.10
,2019-03-29,Houston,Texas,18.10
,2019-03-29,Phoenix,Arizona,20.90
,2019-03-29,Philadelphia,Pennsylvania,10.00
,2019-03-29,San Antonio,Texas,12.40
,2019-03-29,San Diego,California,7.30
,2019-03-29,Dallas,Texas,19.60
,2019-03-29,San Jose,California,18.10
,2019-03-30,New York,New York,17.00
,2019-03-30,Los Angeles,California,23.30
,2019-03-30,Chicago,Illinois,13.90
,2019-03-30,Houston,Texas,12.00
,2019-03-30,Phoenix,Arizona,18.80
,2019-03-30,Philadelphia,Pennsylvania,12.70
,2019-03-30,San Antonio,Texas,22.30
,2019-03-30,San Diego,California,20.60
,2019-03-30,Dallas,Texas,10.00
,2019-03-30,San Jose,California,19.80
,2019-03-31,New York,New York,7.30
,2019-03-31,Los Angeles,California,21.40
,2019-03-31,Chicago,Illinois,22.90
,2019-03-31,Houston,Texas,19.90
,2019-03-31,Phoenix,Arizona,17.80
,2019-03-31,Philadelphia,Pennsylvania,8.30
,2019-03-31,San Antonio,Texas,17.30
,2019-03-31,San Diego,California,6.40
,2019-03-31,Dallas,Texas,18.10
,2019-03-31,San Jose,California,9.20
,2019-04-01,New York,New York,15.80
,2019-04-01,Los Angeles,California,22.60
,2019-04-01,Chicago,Illinois,10.50
,2019-04-01,Houston,Texas,15.90
,2019-04-01,Phoenix,Arizona,11.10
,2019-04-01,Philadelphia,Pennsylvania,16.50
,2019-04-01,San Antonio,Texas,7.10
,2019-04-01,San Diego,California,22.30
,2019-04-01,Dallas,Texas,8.30
,2019-04-01,San Jose,California,15.30
,2019-04-02,New York,New York,14.50
,2019-04-02,Los Angeles,California,6.50
,2019-04-02,Chicago,Illinois,22.10
,2019-04-02,Houston,Texas,18.30
,2019-04-02,Phoenix,Arizona,9.30
,2019-04-02,Philadelphia,Pennsylvania,10.70
,2019-04-02,San Antonio,Texas,14.00
,2019-04-02,San Diego,California,13.70
,2019-04-02,Dallas,Texas,22.80
,2019-04-02,San Jose,California,8.40
,2019-04-03,New York,New York,15.50
,2019-04-03,Los Angeles,California,7.60
,2019-04-03,Chicago,Illinois,16.70
,2019-04-03,Houston,Texas,22.50
,2019-04-03,Phoenix,Arizona,9.90
,2019-04-03,Philadelphia,Pennsylvania,10.70
,2019-04-03,San Antonio,Texas,11.40
,2019-04-03,San Diego,California,22.50
,2019-04-03,Dallas,Texas,22.80
,2019-04-03,San Jose,California,9.00
,2019-04-04,New York,New York,22.50
,2019-04-04,Los Angeles,California,17.90
,2019-04-04,Chicago,Illinois,24.80
,2019-04-04,Houston,Texas,17.60
,2019-04-04,Phoenix,Arizona,16.50
,2019-04-04,Philadelphia,Pennsylvania,11.50
,2019-04-04,San Antonio,Texas,22.70
,2019-04-04,San Diego,California,5.60
,2019-04-04,Dallas,Texas,7.60
,2019-04-04,San Jose,California,17.80
,2019-04-05,New York,New York,17.20
,2019-04-05,Los Angeles,California,15.70
,2019-04-05,Chicago,Illinois,16.20
,2019-04-05,Houston,Texas,18.50
,2019-04-05,Phoenix,Arizona,17.20
,2019-04-05,Philadelphia,Pennsylvania,7.30
,2019-04-05,San Antonio,Texas,6.80
,2019-04-05,San Diego,California,10.40
,2019-04-05,Dallas,Texas,18.60
,2019-04-05,San Jose,California,19.40
,2019-04-06,New York,New York,7.50
,2019-04-06,Los Angeles,California,14.30
,2019-04-06,Chicago,Illinois,23.00
,2019-04-06,Houston,Texas,10.10
,2019-04-06,Phoenix,Arizona,10.50
,2019-04-06,Philadelphia,Pennsylvania,9.30
,2019-04-06,San Antonio,Texas,24.30
,2019-04-06,San Diego,California,24.80
,2019-04-06,Dallas,Texas,5.30
,2019-04-06,San Jose,California,20.10
,2019-04-07,New York,New York,23.00
,2019-04-07,Los Angeles,California,9.80
,2019-04-07,Chicago,Illinois,14.90
,2019-04-07,Houston,Texas,20.70
,2019-04-07,Phoenix,Arizona,21.50
,2019-04-07,Philadelphia,Pennsylvania,10.60
,2019-04-07,San Antonio,Texas,21.70
,2019-04-07,San Diego,California,14.30
,2019-04-07,Dallas,Texas,5.90
,2019-04-07,San Jose,California,9.80
,2019-04-08,New York,New York,22.20
,2019-04-08,Los Angeles,California,9.70
,2019-04-08,Chicago,Illinois,14.30
,2019-04-08,Houston,Texas,16.70
,2019-04-08,Phoenix,Arizona,19.80
,2019-04-08,Philadelphia,Pennsylvania,22.70
,2019-04-08,San Antonio,Texas,19.30
,2019-04-08,San Diego,California,11.40
,2019-04-08,Dallas,Texas,21.40
,2019-04-08,San Jose,California,9.20
,2019-04-09,New York,New York,17.50
,2019-04-09,Los Angeles,California,22.70
,2019-04-09,Chicago,Illinois,7.00
,2019-04-09,Houston,Texas,21.60
,2019-04-09,Phoenix,Arizona,18.40
,2019-04-09,Philadelphia,Pennsylvania,5.00
,2019-04-09,San Antonio,Texas,24.10
,2019-04-09,San Diego,California,15.00
,2019-04-09,Dallas,Texas,23.90
,2019-04-09,San Jose,California,11.70
,2019-04-10,New York,New York,8.00
,2019-04-10,Los Angeles,California,10.00
,2019-04-10,Chicago,Illinois,10.90
,2019-04-10,Houston,Texas,16.70
,2019-04-10,Phoenix,Arizona,17.00
,2019-04-10,Philadelphia,Pennsylvania,20.50
,2019-04-10,San Antonio,Texas,8.50
,2019-04-10,San Diego,California,19.80
,2019-04-10,Dallas,Texas,15.30
,2019-04-10,San Jose,California,24.80
,2019-04-11,New York,New York,15.30
,2019-04-11,Los Angeles,California,9.20
,2019-04-11,Chicago,Illinois,16.20
,2019-04-11,Houston,Texas,8.40
,2019-04-11,Phoenix,Arizona,17.00
,2019-04-11,Philadelphia,Pennsylvania,8.60
,2019-04-11,San Antonio,Texas,6.90
,2019-04-11,San Diego,California,19.40
,2019-04-11,Dallas,Texas,17.20
,2019-04-11,San Jose,California,11.30
,2019-04-12,New York,New York,17.30
,2019-04-12,Los Angeles,California,14.20
,2019-04-12,Chicago,Illinois,14.40
,2019-04-12,Houston,Texas,13.20
,2019-04-12,Phoenix,Arizona,24.80
,2019-04-12,Philadelphia,Pennsylvania,20.50
,2019-04-12,San Antonio,Texas,7.00
,2019-04-12,San Diego,California,24.60
,2019-04-12,Dallas,Texas,9.50
,2019-04-12,San Jose,California,24.20
,2019-04-13,New York,New York,21.90
,2019-04-13,Los Angeles,California,13.20
,2019-04-13,Chicago,Illinois,15.30
,2019-04-13,Houston,Texas,21.60
,2019-04-13,Phoenix,Arizona,23.30
,2019-04-13,Philadelphia,Pennsylvania,16.30
,2019-04-13,San Antonio,Texas,12.70
,2019-04-13,San Diego,California,15.40
,2019-04-13,Dallas,Texas,15.20
,2019-04-13,San Jose,California,7.40
,2019-04-14,New York,New York,6.60
,2019-04-14,Los Angeles,California,15.50
,2019-04-14,Chicago,Illinois,16.50
,2019-04-14,Houston,Texas,13.70
,2019-04-14,Phoenix,Arizona,10.50
,2019-04-14,Philadelphia,Pennsylvania,13.50
,2019-04-14,San Antonio,Texas,20.80
,2019-04-14,San Diego,California,17.10
,2019-04-14,Dallas,Texas,22.30
,2019-04-14,San Jose,California,15.70
,2019-04-15,New York,New York,15.80
,2019-04-15,Los Angeles,California,12.70
,2019-04-15,Chicago,Illinois,16.60
,2019-04-15,Houston,Texas,14.20
,2019-04-15,Phoenix,Arizona,18.70
,2019-04-15,Philadelphia,Pennsylvania,15.60
,2019-04-15,San Antonio,Texas,12.90
,2019-04-15,San Diego,California,16.60
,2019-04-15,Dallas,Texas,18.40
,2019-04-15,San Jose,California,19.40
,2019-04-16,New York,New York,7.40
,2019-04-16,Los Angeles,California,24.80
,2019-04-16,Chicago,Illinois,10.20
,2019-04-16,Houston,Texas,12.90
,2019-04-16,Phoenix,Arizona,15.90
,2019-04-16,Philadelphia,Pennsylvania,18.70
,2019-04-16,San Antonio,Texas,8.00
,2019-04-16,San Diego,California,23.50
,2019-04-16,Dallas,Texas,5.40
,2019-04-16,San Jose,California,11.70
,2019-04-17,New York,New York,14.20
,2019-04-17,Los Angeles,California,23.80
,2019-04-17,Chicago,Illinois,13.10
,2019-04-17,Houston,Texas,8.80
,2019-04-17,Phoenix,Arizona,12.10
,2019-04-17,Philadelphia,Pennsylvania,17.30
,2019-04-17,San Antonio,Texas,14.30
,2019-04-17,San Diego,California,20.50
,2019-04-17,Dallas,Texas,21.90
,2019-04-17,San Jose,California,5.60
,2019-04-18,New York,New York,5.50
,2019-04-18,Los Angeles,California,13.70
,2019-04-18,Chicago,Illinois,14.80
,2019-04-18,Houston,Texas,20.10
,2019-04-18,Phoenix,Arizona,16.50
,2019-04-18,Philadelphia,Pennsylvania,23.30
,2019-04-18,San Antonio,Texas,19.90
,2019-04-18,San Diego,California,16.80
,2019-04-18,Dallas,Texas,8.50
,2019-04-18,San Jose,California,10.10
,2019-04-19,New York,New York,15.30
,2019-04-19,Los Angeles,California,22.70
,2019-04-19,Chicago,Illinois,12.30
,2019-04-19,Houston,Texas,24.90
,2019-04-19,Phoenix,Arizona,12.60
,2019-04-19,Philadelphia,Pennsylvania,24.30
,2019-04-19,San Antonio,Texas,19.20
,2019-04-19,San Diego,California,7.10
,2019-04-19,Dallas,Texas,12.40
,2019-04-19,San Jose,California,9.20
,2019-04-20,New York,New York,19.50
,2019-04-20,Los Angeles,California,13.10
,2019-04-20,Chicago,Illinois,9.50
,2019-04-20,Houston,Texas,12.40
,2019-04-20,Phoenix,Arizona,19.30
,2019-04-20,Philadelphia,Pennsylvania,14.90
,2019-04-20,San Antonio,Texas,13.70
,2019-04-20,San Diego,California,22.00
,2019-04-20,Dallas,Texas,19.20
,2019-04-20,San Jose,California,6.40
,2019-04-21,New York,New York,12.00
,2019-04-21,Los Angeles,California,10.30
,2019-04-21,Chicago,Illinois,8.90
,2019-04-21,Houston,Texas,16.30
,2019-04-21,Phoenix,Arizona,10.70
,2019-04-21,Philadelphia,Pennsylvania,18.80
,2019-04-21,San Antonio,Texas,19.50
,2019-04-21,San Diego,California,5.30
,2019-04-21,Dallas,Texas,17.60
,2019-04-21,San Jose,California,23.90
,2019-04-22,New York,New York,14.20
,2019-04-22,Los Angeles,California,15.90
,2019-04-22,Chicago,Illinois,11.30
,2019-04-22,Houston,Texas,20.10
,2019-04-22,Phoenix,Arizona,17.20
,2019-04-22,Philadelphia,Pennsylvania,22.40
,2019-04-22,San Antonio,Texas,21.10
,2019-04-22,San Diego,California,13.50
,2019-04-22,Dallas,Texas,11.80
,2019-04-22,San Jose,California,7.10
,2019-04-23,New York,New York,24.90
,2019-04-23,Los Angeles,California,5.50
,2019-04-23,Chicago,Illinois,7.10
,2019-04-23,Houston,Texas,9.10
,2019-04-23,Phoenix,Arizona,13.80
,2019-04-23,Philadelphia,Pennsylvania,5.10
,2019-04-23,San Antonio,Texas,18.50
,2019-04-23,San Diego,California,21.50
,2019-04-23,Dallas,Texas,16.60
,2019-04-23,San Jose,California,20.40
,2019-04-24,New York,New York,7.40
,2019-04-24,Los Angeles,California,10.80
,2019-04-24,Chicago,Illinois,6.60
,2019-04-24,Houston,Texas,17.70
,2019-04-24,Phoenix,Arizona,22.30
,2019-04-24,Philadelphia,Pennsylvania,25.00
,2019-04-24,San Antonio,Texas,13.10
,2019-04-24,San Diego,California,23.50
,2019-04-24,Dallas,Texas,14.00
,2019-04-24,San Jose,California,19.70
,2019-04-25,New York,New York,9.70
,2019-04-25,Los Angeles,California,23.90
,2019-04-25,Chicago,Illinois,8.40
,2019-04-25,Houston,Texas,15.90
,2019-04-25,Phoenix,Arizona,17.20
,2019-04-25,Philadelphia,Pennsylvania,8.80
,2019-04-25,San Antonio,Texas,14.20
,2019-04-25,San Diego,California,19.80
,2019-04-25,Dallas,Texas,7.30
,2019-04-25,San Jose,California,22.90
,2019-04-26,New York,New York,20.90
,2019-04-26,Los Angeles,California,8.20
,2019-04-26,Chicago,Illinois,5.20
,2019-04-26,Houston,Texas,15.00
,2019-04-26,Phoenix,Arizona,7.30
,2019-04-26,Philadelphia,Pennsylvania,19.30
,2019-04-26,San Antonio,Texas,6.90
,2019-04-26,San Diego,California,5.20
,2019-04-26,Dallas,Texas,16.90
,2019-04-26,San Jose,California,18.00
,2019-04-27,New York,New York,10.40
,2019-04-27,Los Angeles,California,13.90
,2019-04-27,Chicago,Illinois,5.80
,2019-04-27,Houston,Texas,12.80
,2019-04-27,Phoenix,Arizona,13.70
,2019-04-27,Philadelphia,Pennsylvania,13.10
,2019-04-27,San Antonio,Texas,15.80
,2019-04-27,San Diego,California,22.20
,2019-04-27,Dallas,Texas,7.70
,2019-04-27,San Jose,California,18.10
,2019-04-28,New York,New York,12.50
,2019-04-28,Los Angeles,California,24.70
,2019-04-28,Chicago,Illinois,7.30
,2019-04-28,Houston,Texas,17.90
,2019-04-28,Phoenix,Arizona,9.20
,2019-04-28,Philadelphia,Pennsylvania,18.70
,2019-04-28,San Antonio,Texas,15.00
,2019-04-28,San Diego,California,11.70
,2019-04-28,Dallas,Texas,6.30
,2019-04-28,San Jose,California,8.40
,2019-04-29,New York,New York,24.90
,2019-04-29,Los Angeles,California,22.70
,2019-04-29,Chicago,Illinois,6.30
,2019-04-29,Houston,Texas,9.60
,2019-04-29,Phoenix,Arizona,5.20
,2019-04-29,Philadelphia,Pennsylvania,15.20
,2019-04-29,San Antonio,Texas,23.60
,2019-04-29,San Diego,California,7.60
,2019-04-29,Dallas,Texas,10.60
,2019-04-29,San Jose,California,15.20
,2019-04-30,New York,New York,7.20
,2019-04-30,Los Angeles,California,6.00
,2019-04-30,Chicago,Illinois,5.30
,2019-04-30,Houston,Texas,14.00
,2019-04-30,Phoenix,Arizona,20.10
,2019-04-30,Philadelphia,Pennsylvania,16.30
,2019-04-30,San Antonio,Texas,21.70
,2019-04-30,San Diego,California,14.90
,2019-04-30,Dallas,Texas,16.50
,2019-04-30,San Jose,California,5.60
,2019-05-01,New York,New York,10.50
,2019-05-01,Los Angeles,California,14.50
,2019-05-01,Chicago,Illinois,22.40
,2019-05-01,Houston,Texas,5.50
,2019-05-01,Phoenix,Arizona,19.20
,2019-05-01,Philadelphia,Pennsylvania,17.40
,2019-05-01,San Antonio,Texas,15.90
,2019-05-01,San Diego,California,23.00
,2019-05-01,Dallas,Texas,13.50
,2019-05-01,San Jose,California,23.00
,2019-05-02,New York,New York,16.20
,2019-05-02,Los Angeles,California,11.30
,2019-05-02,Chicago,Illinois,23.80
,2019-05-02,Houston,Texas,21.10
,2019-05-02,Phoenix,Arizona,16.70
,2019-05-02,Philadelphia,Pennsylvania,12.10
,2019-05-02,San Antonio,Texas,23.70
,2019-05-02,San Diego,California,19.80
,2019-05-02,Dallas,Texas,8.10
,2019-05-02,San Jose,California,17.40
,2019-05-03,New York,New York,16.90
,2019-05-03,Los Angeles,California,24.40
,2019-05-03,Chicago,Illinois,15.30
,2019-05-03,Houston,Texas,20.90
,2019-05-03,Phoenix,Arizona,23.50
,2019-05-03,Philadelphia,Pennsylvania,24.00
,2019-05-03,San Antonio,Texas,22.60
,2019-05-03,San Diego,California,6.60
,2019-05-03,Dallas,Texas,8.50
,2019-05-03,San Jose,California,23.20
,2019-05-04,New York,New York,19.20
,2019-05-04,Los Angeles,California,21.60
,2019-05-04,Chicago,Illinois,18.00
,2019-05-04,Houston,Texas,15.90
,2019-05-04,Phoenix,Arizona,8.20
,2019-05-04,Philadelphia,Pennsylvania,15.90
,2019-05-04,San Antonio,Texas,19.50
,2019-05-04,San Diego,California,22.20
,2019-05-04,Dallas,Texas,14.10
,2019-05-04,San Jose,California,6.70
,2019-05-05,New York,New York,21.20
,2019-05-05,Los Angeles,California,17.40
,2019-05-05,Chicago,Illinois,12.00
,2019-05-05,Houston,Texas,24.00
,2019-05-05,Phoenix,Arizona,17.00
,2019-05-05,Philadelphia,Pennsylvania,10.90
,2019-05-05,San Antonio,Texas,14.90
,2019-05-05,San Diego,California,11.60
,2019-05-05,Dallas,Texas,18.80
,2019-05-05,San Jose,California,6.30
,2019-05-06,New York,New York,19.20
,2019-05-06,Los Angeles,California,24.30
,2019-05-06,Chicago,Illinois,5.20
,2019-05-06,Houston,Texas,7.30
,2019-05-06,Phoenix,Arizona,5.70
,2019-05-06,Philadelphia,Pennsylvania,17.70
,2019-05-06,San Antonio,Texas,10.60
,2019-05-06,San Diego,California,6.20
,2019-05-06,Dallas,Texas,8.70
,2019-05-06,San Jose,California,10.50
,2019-05-07,New York,New York,14.00
,2019-05-07,Los Angeles,California,5.90
,2019-05-07,Chicago,Illinois,10.00
,2019-05-07,Houston,Texas,13.80
,2019-05-07,Phoenix,Arizona,23.20
,2019-05-07,Philadelphia,Pennsylvania,19.70
,2019-05-07,San Antonio,Texas,16.20
,2019-05-07,San Diego,California,10.50
,2019-05-07,Dallas,Texas,8.50
,2019-05-07,San Jose,California,5.70
,2019-05-08,New York,New York,22.30
,2019-05-08,Los Angeles,California,14.90
,2019-05-08,Chicago,Illinois,6.00
,2019-05-08,Houston,Texas,19.30
,2019-05-08,Phoenix,Arizona,20.20
,2019-05-08,Philadelphia,Pennsylvania,22.40
,2019-05-08,San Antonio,Texas,22.70
,2019-05-08,San Diego,California,10.30
,2019-05-08,Dallas,Texas,18.00
,2019-05-08,San Jose,California,18.50
,2019-05-09,New York,New York,5.90
,2019-05-09,Los Angeles,California,9.30
,2019-05-09,Chicago,Illinois,19.90
,2019-05-09,Houston,Texas,23.50
,2019-05-09,Phoenix,Arizona,7.30
,2019-05-09,Philadelphia,Pennsylvania,10.00
,2019-05-09,San Antonio,Texas,24.00
,2019-05-09,San Diego,California,5.70
,2019-05-09,Dallas,Texas,12.20
,2019-05-09,San Jose,California,14.70
,2019-05-10,New York,New York,23.10
,2019-05-10,Los Angeles,California,8.40
,2019-05-10,Chicago,Illinois,15.20
,2019-05-10,Houston,Texas,23.30
,2019-05-10,Phoenix,Arizona,10.40
,2019-05-10,Philadelphia,Pennsylvania,23.30
,2019-05-10,San Antonio,Texas,16.70
,2019-05-10,San Diego,California,7.00
,2019-05-10,Dallas,Texas,9.50
,2019-05-10,San Jose,California,12.00
,2019-05-11,New York,New York,13.10
,2019-05-11,Los Angeles,California,11.70
,2019-05-11,Chicago,Illinois,14.40
,2019-05-11,Houston,Texas,17.50
,2019-05-11,Phoenix,Arizona,9.20
